//this is the file in the game directory; when done modifying, delete this comment
TableStart	TechSchools																				
ColumnHeadingsStart	kUnicode	Type_ID																			
RowHeadingsStart																					
Economics & Business	SchEconB	EB																			
Energy	SchEnerg	EN																			
Biological Sciences	SchBioSc	BS																			
Mathematics & Computers	SchMathm	MC																			
Physical Sciences	SchPhySc	PS																			
Social Arts & Science	SchSocal	SS																			
TableEnd																					


TableStart	SpeciesPrefs																				
ColumnHeadingsStart	Humanoid	Etherean	Geodic	Cybernetic	Ichthytosian	Harvesters	Insectoid	Sauron	Metashifters	NonCorporeal	Protoplasmic	Plant	Fungal	Avian	Gargantua	Bulrathi	Mrrshan	Elerian	Gnolam	ElderCivs	ComBot
RowHeadingsStart																					
School_ID	EB	None	BS	MC	PS	SS	EB	EN	BS	MC	PS	SS	SS	EB	EN	BS	MC	PS	BS	MC	PS																																																																																																																																																																																																																																								
TTL	70	30	50	80	40	55	40	50	50	60	65	60	75	45	55	55	55	55	55	55	55																																																																																																																																																																																																																																								
TAR	12	10	6	15	6	8	5	8	12	8	9	7	3	5	9	9	9	9	9	9	9																																																																																																																																																																																																																																								
EB	5	4	5	4	5	4	3	5	4	3	4	4	3	5	5	5	5	5	5	5	5																																																																																																																																																																																																																																								
EN	5	5	4	5	5	5	5	3	3	3	5	3	3	4	4	4	4	4	4	4	4																																																																																																																																																																																																																																								
BS	4	3	4	4	3	5	3	5	4	4	3	5	4	3	4	4	4	4	4	4	4																																																																																																																																																																																																																																								
MC	4	4	3	5	4	4	4	4	3	4	5	5	5	4	5	5	5	5	5	5	5																																																																																																																																																																																																																																								
PS	3	5	5	3	4	3	5	3	5	5	3	4	4	3	3	3	3	3	3	3	3																																																																																																																																																																																																																																								
SS	3	3	3	3	3	3	4	4	5	5	4	3	5	5	3	3	3	3	3	3	3																																																																																																																																																																																																																																								
TableEnd																					


TableStart	TechFields																				
ColumnHeadingsStart	kUnicode	kUnicodD	Type_ID	School_Catagories	IconName	Field_Dependencies	Research_Cost_Multiplier	Research_Cost_Exponent_Base													
RowHeadingsStart																					
Antaran	TFAntaran	FDAntaran	Antar	EN	TFAntarn		1000	1.175													
Economics & Business	SchEconB	FDEcnBus	Ecnmy	EB	TFEconom		85	1.155													
Energy	SchEnerg	FDEnergy	Energ	EN	TFEneFie		85	1.155
Biological Sciences	SchBioSc	FDBioSci	BioSc	BS	TFXenBio		85	1.155
Mathematics & Computers	SchMathm	FDMathCm	MthCm	MC	TFNumThe		85	1.155
Physical Sciences	SchPhySc	FDPlySci	Const	PS	TFConstr		85	1.155
Social Arts & Science	SchSocal	FDSocSci	SocSc	SS	TFCulEnh		85	1.155
TableEnd								  


TableStart	ApplicationsClasses							
ColumnHeadingsStart	kUnicode	kUnicodD	Type_ID	Pick_Limit				
RowHeadingsStart								
Ship Hull Base	ACShHulB	CDShHulB	ShipHull	0	// Must pick exactly one			
Ship Hull Option	ACShHulO	CDShHulO	ShHulOpt	1	// May pick one.			
Ship Special	ACShSpec	CDShSpec	ShipItem	3	// May pick many but no Duplicates			
Ship Special Weapon	ACShSpec	CDShSpec	ShpMItem	2	// May pick many			
Ship Weapon System	ACShHulW	CDShHulW	ShWepSys	2	// May pick many			
Unit Equipment	ACUnitEq	CDUnitEq	UnitEqip	2	// May pick many (Does not really apply to non-military)
Weapon Size Option	ACWepSiz	CDWepSiz	WSOpt	0	// Must pick exactly one
Weapon Facing Option	ACWepFac	CDWepFCD	WpnFacOp	2	// May pick many (4 options shown on UI)
Weapon Mounting option	ACWepMnt	CDWepMnt	WpnMntOp	0	// Must pick exactly one
Missile Warhead	ACWarHed	CDWarHed	Warheads	2	// May pick many
Warhead Mod	ACWarMod	CDWarMod	WarhdMod	2	// May pick many
Missile Chassis	ACChasis	CDChasis	MslChass	2	// May pick many
Missile Chassis Option	ACChasOp	CDChasOp	MslChOpt	2	// May pick many
Missile Rack	TAMisRak	TBMisRak	TAMISRAK	2	// May pick many
Fighter Chassis	None	None	FtrChass	2	// May pick many
Fighter Chassis Option	None	None	FtrChOpt	2	
Fighter Weapon	None	None	FtrWeapn	0	
Fighter Weapon Option	None	None	FtrWpMod	2	
Ship Required System	ACShRqSy	CDShRqSy	ShReqSys	3	// Must Pick All
Ship Sub-Light Engine	ACShpEng	CDShpEng	ShEngine	0	// Must pick exactly one
Ship Engine Max Speed	ACMaxSpd	CDMaxSpd	ShEngSpd	0	// Must pick exactly one
Ship Warp Drive	ACShpWrp	CDShpWrp	ShipWarp	0	// Must pick exactly one
Armor Type	ACArmrTp	CDArmrTp	ArmorCls	0	// Must pick exactly one
Armor Thickness	ACArmThk	CDArmThk	ArmorThk	0	// Must pick exactly one
Planet Economy Build	ACPlanEc	CDPlanEc	PlanEcon	2	// May pick many (Does not really apply to non-military)
Planet Security Build	ACPlanSe	CDPlanSe	PlanSecu	2	// May pick many (Does not really apply to non-military)
Planet Planetary Build	ACPlanPl	CDPlanPl	PlanPlan	2	// May pick many (Does not really apply to non-military)
System Economy Build	ACSystEc	CDSystEc	SystEcon	2	// May pick many (Does not really apply to non-military)
System Social Build	ACSystEd	CDSystEd	SystSoci	2	// May pick many (Does not really apply to non-military)
System Security Build	ACSystSe	CDSystSe	SystSecu	2	// May pick many (Does not really apply to non-military)
Shield Technology	ACSldTch	CDSldTch	ShldTech	1	// May pick one.
Shield Generator Size	ACSldSiz	CDSldSiz	ShdGenSz	1	// May pick one.
Warp Boost Tech	ACWrpBst	CDWrpBst	WrpBstTk	2	// May pick many (Does not really apply to non-military)
Weapon Modification	ACWepMod	CDWepMod	ShWepMod	2	// May pick many (Does not really apply to non-military)
Achievement	ACAchiev	CDAchiev	Achieve	2	//May pick many (Does not really apply to non-military
TableEnd					

" //application_class, Type_ID, individual sort tags, kUnicode and kUnicodD should be 8 characters or less "																								
" //application_class - for items that go into a build queue, specifies the build queue in which they are built "																								
//sort tag -  for items that go into a build queue. Specifies where the item goes when it's built																								
TableStart	TechApplications																							
ColumnHeadingsStart	kUnicode	kUnicodD	kUnicdLg	Sort_Tag	Type_ID	Application_Class	Field_Dependencies	IconName	Global_Tags	Tag_Values														
Enveloping Fighter Fusion Cannon	TAEnFFsn	TBEnFFsn	None	" Ship, Military, Fighter "	EnFFsnCn	FtrWpMod	" Energ_21 "	TFPlasWep	None	" InfoFWpn >= 1, ShldPen *= 0.5, UniSpace *= 1.66 , teclvl = _1, EnFFsnCn = 1"														162
Fighter Neutron Blaster	TAFtrNtr	TBFtrNtr	SDFtrInf	" Ship, Military, Fighter "	FtrWpn02	FtrWeapn	" Energ_41 "	TFPartWep	None	"InfoFWpn <= 2, teclvl = _2, FtrWpn02 = 02"														164
Fighter Graviton Beam	TAFtrGrv	TBFtrGrv	SDFtrInf	" Ship, Military, Fighter "	FtrWpn03	FtrWeapn	" Energ_41 "	TFPartWep	None	"InfoFWpn <= 3, teclvl = _3, FtrWpn03 = 03"														165
Fighter Phasors	TAFtrPhs	TBFtrPhs	SDFtrInf	" Ship, Military, Fighter "	FtrWpn04	FtrWeapn	" Energ_61 "	TFBemWep	None	"InfoFWpn <= 4, teclvl = _5, FtrWpn04 = 04"														166
Fighter Dual Phasor Pod	TAFtrDWp	TBFtrDWp	SDFtrInf	" Ship, Military, Fighter "	FtrWMd01	FtrWpMod	" Energ_62 "	TFBemWep	None	" InfoFWpn >= 4, UniSpace *= 1.8, SystCost *= 2.25, MultFire *= 2 , teclvl = _6, FtrWMd01 = 01"														166
Fighter Ion Pulse Cannon	TAFtrIon	TBFtrIon	SDFtrInf	" Ship, Military, Fighter "	FtrWpn09	FtrWeapn	" Energ_80 "	TFBemWep	None	"InfoFWpn <= 9, teclvl = _9, FtrWpn09 = 09"														171
Fighter Ion Pulse Pod	TAFtrDIP	TBFtrDIP	SDFtrInf	" Ship, Military, Fighter "	FtrWMd03	FtrWpMod	" Energ_81 "	TFBemWep	None	" InfoFWpn >= 9, UniSpace *= 1.8, SystCost *= 2.25, MultFire *= 2 , teclvl = _9, FtrWMd03 = 03"														166
Fighter Particle Beam	TAFtrPtc	TBFtrPtc	SDFtrInf	" Ship, Military, Fighter, Ant, KEEPTHIS, NoTrade "	FtrWpn10	FtrWeapn	Energ_31	TFPartWep	None	"InfoFWpn <= 10, teclvl = 30, FtrWpn10 = 10"														172
Fighter Gauss Cannon	TAFtrGas	TBFtrGas	SDFtrInf	" Ship, Military, Fighter "	FtrWpn08	FtrWeapn	" Energ_61 "	TFProWep	None	"InfoFWpn <= 8, teclvl = _6, FtrWpn08 = 08"														170
Fighter Death Ray	TAFtrDth	TBFtrDth	SDFtrInf	" Ship, Military, Fighter, Ant, KEEPTHIS, NoTrade "	FtrWpn11	FtrWeapn	Energ_31	TFPartWep	None	"InfoFWpn <= 11, teclvl = 30, FtrWpn11 = 11"														173
Fighter Plasma Cannon	TAFtrPls	TBFtrPls	SDFtrInf	" Ship, Military, Fighter "	FtrWpn05	FtrWeapn	" Energ_61 "	TFPlasWep	None	"InfoFWpn <= 5, teclvl = _7, FtrWpn05 = 05"														167
Fighter Dual Plasma Pod	TAFtrDPP	TBFtrDPP	SDFtrInf	" Ship, Military, Fighter "	FtrWMd02	FtrWpMod	" Energ_62 "	TFPlasWep	None	" InfoFWpn >= 5, UniSpace *= 1.8, SystCost *= 2.25, MultFire *= 2 , teclvl = _7, FtrWMd02 = 02"														166
Fighter Disruptor Cannon	TAFtrDsr	TBFtrDsr	SDFtrInf	" Ship, Military, Fighter "	FtrWpn06	FtrWeapn	" Energ_80 "	TFProWep	None	"InfoFWpn <= 6, teclvl = _8, FtrWpn06 = 06"														168
Fighter Engine MkI	TAFtrE01	TBFtrE01	None	" Ship, KEEPTHIS "	FtrEng01	Achieve	MthCm_00	TFEngine	None	"MaxSpeed = 7000, teclvl = 00, FtrEng01 = 01"														
Fighter Engine MkII	TAFtrE02	TBFtrE02	None	Ship	FtrEng02	Achieve	MthCm_07	TFEngine	None	"MaxSpeed = 8000, teclvl = 07, FtrEng02 = 02"														
Fighter Engine MkIII	TAFtrE03	TBFtrE03	None	Ship	FtrEng03	Achieve	MthCm_13	TFEngine	None	"MaxSpeed = 9000, teclvl = 13, FtrEng03 = 03"														
Fighter Engine MkIV	TAFtrE04	TBFtrE04	None	Ship	FtrEng04	Achieve	MthCm_19	TFEngine	None	"MaxSpeed = 10000, teclvl = 19, FtrEng04 = 04"														
Fighter Engine MkV	TAFtrE05	TBFtrE05	None	Ship	FtrEng05	Achieve	MthCm_26	TFEngine	None	"MaxSpeed = 11000, teclvl = 26, FtrEng05 = 05"														
Fighter Engine MkVI	TAFtrE06	TBFtrE06	None	Ship	FtrEng06	Achieve	MthCm_37	TFEngine	None	"MaxSpeed = 12000, teclvl = 37, FtrEng06 = 06"														
Fighter Engine MkVII	TAFtrE07	TBFtrE07	None	Ship	FtrEng07	Achieve	MthCm_47	TFEngine	None	"MaxSpeed = 13000, teclvl = 47, FtrEng07 = 07"														
Fighter Engine MkVIII	TAFtrE08	TBFtrE08	None	Ship	FtrEng08	Achieve	MthCm_56	TFEngine	None	"MaxSpeed = 14000, teclvl = 56, FtrEng08 = 08"														
Fighter Engine MkIX	TAFtrE09	TBFtrE09	None	Ship	FtrEng09	Achieve	MthCm_63	TFEngine	None	"MaxSpeed = 15000, teclvl = 63, FtrEng09 = 09"														
Fighter Engine MkX	TAFtrE10	TBFtrE10	None	Ship	FtrEng10	Achieve	MthCm_72	TFEngine	None	"MaxSpeed = 16000, teclvl = 72, FtrEng10 = 10"														
Fighter Warhead I	TAWrHd11	TBWrHd11	SDFtrInf	" Ship, Military, Fighter "	FtrWpn12	FtrWeapn	" Const_39 "	TFMilSci	None	"InfoFWpn <= 12, teclvl = _3, FtrWpn12 = 12"														
Fighter Warhead II	TAWrHd12	TBWrHd12	SDFtrInf	" Ship, Military, Fighter "	FtrWpn13	FtrWeapn	" Const_58 "	TFMilSci	None	"InfoFWpn <= 13, teclvl = _5, FtrWpn13 = 13"														
Fighter Warhead III	TAWrHd13	TBWrHd13	SDFtrInf	" Ship, Military, Fighter "	FtrWpn14	FtrWeapn	" Const_74 "	TFMilSci	None	"InfoFWpn <= 14, teclvl = _7, FtrWpn14 = 14"														
Fighter Warhead IV	TAWrHd14	TBWrHd14	SDFtrInf	" Ship, Military, Fighter "	FtrWpn15	FtrWeapn	" Const_93 "	TFMilSci	None	"InfoFWpn <= 15, teclvl = _9, FtrWpn15 = 15"														
Phantom Chassis	TAKlak00	TBKlak00	SDFtrInf	" Ship, Military, Fighter, Klackon, Ant, KEEPTHIS "	Klakko00	FtrChass	Const_03	SystemShips	None	" UniSpace *= 0.45, SystCost *= 0.5, NearDamg*=0.5, FarDamag*=0.5 , teclvl = 03, Klakko00 = 00"														
Interceptor Chassis	TAIntFCh	TBIntFCh	SDFtrInf	" Ship, Military, Fighter, KEEPTHIS "	FtrChs01	FtrChass	Const_00	StarShips	None	" UniSpace*=1.1, SystCost*=1.1, FireDlay*= 1.00 , teclvl = 00, FtrChs01 = 01"														175
Heavy Fighter Chassis	TASCFChs	TBSCFChs	SDFtrInf	" Ship, Military, Fighter "	FtrChs02	FtrChass	Const_13	StarShips	None	" UniSpace*=1.5, SystCost*=2.0, NearDamg*=1.5, FarDamag*=1.5 , teclvl = 13, FtrChs02 = 02"														176
Bomber Chassis	TABomrFC	TBBomrFC	SDFtrInf	" Ship, Military, Fighter "	BmrChs01	FtrChass	Const_27	SystemShips	None	" UniSpace*=2.25, SystCost*=3, NearDamg*=2.25, FarDamag*=2.25, FireDlay*= 1.1 , teclvl = 27, BmrChs01 = 01"														
Heavy Bomber Chassis	TAHBmrFC	TBHBmrFC	SDFtrInf	" Ship, Military, Fighter "	BmrChs02	FtrChass	Const_44	SystemShips	None	" UniSpace*=4, SystCost*=5, NearDamg*=4.5, FarDamag*=4.5, FireDlay= 1.2 , teclvl = 44, BmrChs02 = 02"														
Heavy Assault Chassis	TAHACChs	TBHACChs	SDFtrInf	" Ship, Military, Fighter "	FtrChs03	FtrChass	Const_63	StarShips	None	" UniSpace*=5, SystCost*=6, NearDamg*=5.25, FarDamag*=5.5 , teclvl = 63, FtrChs03 = 03"														
Advanced Bomber Chassis	TAABmrFC	TBABmrFC	SDFtrInf	" Ship, Military, Fighter "	BmrChs03	FtrChass	Const_85	SystemShips	None	" UniSpace*=6, SystCost*=8, NearDamg*=7, FarDamag*=7 , teclvl = 85, BmrChs03 = 03"														
Fighter Shield Generator	TAFShd01	TBFShd01	None	" Ship, Military, Fighter "	FtrShdGn	FtrChOpt	" Energ_20 "	TFElectr	None	" ShdStr *= .2, SystCost = 20, StpPow *= 1, Recharge *= 0.5 , teclvl = _2, FtrShdGn = 1"														177
Fighter Armor	TAFtrArm	TBFtrArm	None	" Ship, Fighter, Military "	FiterArm	FtrChOpt	" Const_05 "	Armor	None	" SystCost = 20, ArmorVal *= 0.40, Deflects *= 0.25 , teclvl = _1, FiterArm = 1"														178
Battlecomputer	TAKCompu	TBKCompu	None	" Ship, Military, Fighter "	KampfCom	FtrChOpt	MthCm_30	TFShpCmp	None	" SystCost = 15, OffTgtRg *= 0.5, OffSptRg *= 0.55, DefTgtRg *= 1.2, MaxAccry *= 1.5 , teclvl = 30, KampfCom = 1"														
FighterCloak	TAFtrCam	TBFtrCam	None	" Ship, Military, Fighter "	FtrCamof	FtrChOpt	MthCm_80	TFQuaEle	None	" SystCost = 25, DefTgtRg *= 2, DefSptRg *= 2.0, Cloaking *= 1.1 , teclvl = 80, FtrCamof = 1"														
Sensor I	TASensr1	TBSensr1	ShipStnd	" Ship, Military, KEEPTHIS "	Sensor_1	ShipItem	MthCm_00	TFEneFie	None	" SystCost = 30, UniSpace = 15, OffSptRg *= 0.75, Sensor_1=1 , teclvl = 00, Sensor_1 = 1"														179
Sensor II	TASensr2	TBSensr2	ShipStnd	" Ship, Military "	Sensor_2	ShipItem	MthCm_20	TFEneFie	None	" SystCost = 90, UniSpace = 20, OffSptRg *= 0.60, Sensor_2=2, teclvl = 20, Sensor_2 = 2"														180
Sensor III	TASensr3	TBSensr3	ShipStnd	" Ship, Military "	Sensor_3	ShipItem	MthCm_40	TFEneFie	None	" SystCost = 150, UniSpace = 35, OffSptRg *= 0.45, Sensor_3=3, teclvl = 40, Sensor_3 = 3"														181
Sensor IV	TASensr4	TBSensr4	ShipStnd	" Ship, Military "	Sensor_4	ShipItem	MthCm_60	TFEneFie	None	" SystCost = 210, UniSpace = 55, OffSptRg *= 0.30, Sensor_4=4, teclvl = 60, Sensor_4 = 4"														182
Sensor V	TASensr5	TBSensr5	ShipStnd	" Ship, Military "	Sensor_5	ShipItem	MthCm_85	TFEneFie	None	" SystCost = 270, UniSpace = 90, OffSptRg *= 0.15, Sensor_5=5, teclvl = 85, Sensor_5 = 5"														183
ECM I	TAECM1	TBECM1	ShipStnd	" Ship, Military "	ECM_1	ShipItem	MthCm_07	TFElectr	None	" SystCost = 30, UniSpace = 15, DefTgtRg *= 1.125, ECM_1=1, teclvl = 07, ECM_1 = 1"														184
ECM II	TAECM2	TBECM2	ShipStnd	" Ship, Military "	ECM_2	ShipItem	MthCm_20	TFElectr	None	" SystCost = 60, UniSpace = 20, DefTgtRg *= 1.25, ECM_2=2, teclvl = 20, ECM_2 = 2"														185
ECM III	TAECM3	TBECM3	ShipStnd	" Ship, Military "	ECM_3	ShipItem	MthCm_40	TFElectr	None	" SystCost = 120, UniSpace = 35, DefTgtRg *= 1.50, ECM_3=3, teclvl = 40, ECM_3 = 3"														186
ECM IV	TAECM4	TBECM4	ShipStnd	" Ship, Military "	ECM_4	ShipItem	MthCm_60	TFElectr	None	" SystCost = 240, UniSpace = 55, DefTgtRg *= 1.85, ECM_4=4, teclvl = 60, ECM_4 = 4"														187
ECM V	TAECM5	TBECM5	ShipStnd	" Ship, Military "	ECM_5	ShipItem	MthCm_85	TFElectr	None	" SystCost = 480, UniSpace = 90, DefTgtRg *= 2.5, ECM_5=5, teclvl = 85, ECM_5 = 5"														188
ECCM I	TAECCM1	TBECCM1	ShipStnd	" Ship, Military "	ECCM_1	ShipItem	MthCm_07	TFElectr	None	" SystCost = 30, UniSpace = 15, OffTgtRg *= 0.89, ECCM_1=1, teclvl = 07, ECCM_1 = 1"														189
ECCM II	TAECCM2	TBECCM2	ShipStnd	" Ship, Military "	ECCM_2	ShipItem	MthCm_20	TFElectr	None	" SystCost = 90, UniSpace = 20, OffTgtRg *= 0.8, ECCM_2=2, teclvl = 20, ECCM_2 = 2"														190
ECCM III	TAECCM3	TBECCM3	ShipStnd	" Ship, Military "	ECCM_3	ShipItem	MthCm_40	TFElectr	None	" SystCost = 150, UniSpace = 35, OffTgtRg *= 0.67, ECCM_3=3, teclvl = 40, ECCM_3 = 3"														191
ECCM IV	TAECCM4	TBECCM4	ShipStnd	" Ship, Military "	ECCM_4	ShipItem	MthCm_60	TFElectr	None	" SystCost = 210, UniSpace = 55, OffTgtRg *= 0.54, ECCM_4=4, teclvl = 60, ECCM_4 = 4"														192
ECCM V	TAECCM5	TBECCM5	ShipStnd	" Ship, Military "	ECCM_5	ShipItem	MthCm_85	TFElectr	None	" SystCost = 270, UniSpace = 90, OffTgtRg *= 0.4, ECCM_5=5, teclvl = 85, ECCM_5 = 5"														193
Stealth Device	TACloak5	TBCloak05	ShipStnd	" Ship, Military "	FakeClo5	ShipItem	MthCm_07	TFTraEle	None	" SystCost = 30, UniSpace = 15, DefSptRg *= 1.25  , teclvl = 07, FakeClo5 = 5"														194
Cloaking Device	TACloak1	TBCloak01	ShipStnd	" Ship, Military "	FakeClo1	ShipItem	MthCm_25	TFTraEle	None	" SystCost = 30, UniSpace = 15, DefSptRg *= 2.0, Cloaking *= 1.5 , teclvl = 25, FakeClo1 = 1"														194
Phased Cloaking Device	TACloak2	TBCloak02	ShipStnd	" Ship, Military "	FakeClo2	ShipItem	MthCm_45	TFTraEle	None	" SystCost = 30, UniSpace = 20, DefSptRg *= 3.5, Cloaking *= 1.8 , teclvl = 45, FakeClo2 = 2"														195
Reactive Cloaking Device	TACloak3	TBCloak03	ShipStnd	" Ship, Military "	FakeClo3	ShipItem	MthCm_65	TFTraEle	None	" SystCost = 30, UniSpace = 35, DefSptRg *= 5.5, Cloaking *= 3 , teclvl = 65, FakeClo3 = 3"														196
Ghost Device	TACloak4	TBCloak04	ShipStnd	" Ship, Military "	FakeClo4	ShipItem	MthCm_90	TFTraEle	None	" SystCost = 30, UniSpace = 55, DefSptRg *= 7.5, Cloaking *= 6 , teclvl = 90, FakeClo4 = 4"														197
Troop Pod	TATrpPod	TBTrpPod	ShipStnd	" Military, Ship, KEEPTHIS "	TroopPod	ShpMItem	Const_00	Infantry	None	" SystCost=75,  UniSpace = 40, TrpCap += 5 , teclvl = 00, TroopPod = 1"														198
Ithkul 1(Ithkul Drop Pod)	TAIthk00	TBIthk00	ShipStnd	" Ship, Ithkul, Ant, KEEPTHIS "	Ithkul00	ShpMItem	Const_03	TFShiSpc	None	" SystCost = 400, UniSpace = 50, Colony += 2 , teclvl = 03, Ithkul00 = 00"														
Colony Bay	TAColony	TBColony	ShipStnd	" Ship, KEEPTHIS "	ShColony	ShpMItem	Const_00	TFShiSpc	None	" SystCost = 400, UniSpace = 60, Colony += 1 , teclvl = 00, ShColony = 1"											Colony Bay	" The Colony Bay is the basic building block of any space-faring civilization. A ship equipped with this module can establish a new colony on any uninhabited world, or boost the existing population of an existing colony. It provides all of the facilities and resources needed to start a new colony from the ground up. "		204
Outpost Module	TAPrsOut	TBPrsOut	ShipStnd	" Ship, KEEPTHIS "	PrsnOutp	ShpMItem	Const_00	TFShiSpc	None	" SystCost = 50, UniSpace = 40, Outpost +=1 , teclvl = 00, PrsnOutp = 1"											Outpost Module			205
Sunlight Redirection	TASunRdr	TBSunRdr	None	Achieve	SunltRdr	Achieve	Const_10	TFPlanet	None	"TFormRin +=1, teclvl = 10, SunltRdr = 1"														206
Magnetic Field Modification	TAMgFdMd	TBMgFdMd	None	Achieve	MagFldMd	Achieve	MthCm_24	TFPlanet	None	"TFormRin +=1, teclvl = 24, MagFldMd = 1"														207
Atmospheric Containment	TAAtmCnt	TBAtmCnt	None	Achieve	AtmosCnt	Achieve	Energ_33	TFPlanet	None	"TFormRin +=1, teclvl = 33, AtmosCnt = 1"														208
Climate Controllers	TAClmCnt	TBClmCnt	None	Achieve	ClimCont	Achieve	MthCm_43	TFPlanet	None	"TFormRin +=1, teclvl = 43, ClimCont = 1"														209
Planetary Core Heat Pumps	TAPlnPmp	TBPlnPmp	None	Achieve	PlntPump	Achieve	Const_52	TFPlanet	None	"TFormRin +=1, teclvl = 52, PlntPump = 1"														210
Atmospheric Processors	TAAtmPrc	TBAtmPrc	None	Achieve	AtmoProc	Achieve	BioSc_60	TFPlanet	None	" TFormRin +=1, TFormPar = 1 , teclvl = 60, AtmoProc = 1"														211
Bio-Engineered Life	TABioLif	TBBioLif	None	Achieve	BioEngLf	Achieve	BioSc_70	TFPlanet	None	" TFormRin +=1, TFormPar = 1 , teclvl = 70, BioEngLf = 1"														212
Research Laboratory	TAShipLb	TBShipLb	None	Ship	ShipLabs	ShpMItem	Const_13	ICO_SitRep_ScientificSymposium	None	" SystCost = 50, UniSpace = 75, RsrchVal += 1 , teclvl = 13, ShipLabs = 1"														213
Assault Rifle	GCWPAssR	GDWPAssR	None	" GrndCmbt, HndWeapn, KEEPTHIS "	AssltRif	UnitEqip	Const_00	ICO_SitRep_Revolt	None	"InfoGdWp <= 0, teclvl = 00, AssltRif = 1"														214
Needle Gun	GCWPNdlG	GDWPNdlG	None	" GrndCmbt, HndWeapn "	NeedlGun	UnitEqip	Const_09	ICO_SitRep_Revolt	None	"InfoGdWp <= 1, teclvl = 09, NeedlGun = 1"														215
Gauss Rifle	GCWPGssR	GDWPGssR	None	" GrndCmbt, HndWeapn "	GaussRif	UnitEqip	Const_17	ICO_SitRep_Revolt	None	"InfoGdWp <= 2, teclvl = 17, GaussRif = 1"														216
Laser Rifle	GCWPLsrR	GDWPLsrR	None	" GrndCmbt, HndWeapn, KEEPTHIS "	LasrRif	UnitEqip	" Energ_02 "	ICO_SitRep_Revolt	None	"InfoGdWp <= 3, teclvl = _2, LasrRif = 1"														218
Gatling Laser	GCWPGtLs	GDWPGtLs	None	" GrndCmbt, HndWeapn "	GatlLasr	UnitEqip	" Energ_34 "	ICO_SitRep_Revolt	None	"InfoGdWp <= 4, teclvl = _3, GatlLasr = 1"														228
Phaser Rifle	GCWPPhsR	GDWPPhsR	None	" GrndCmbt, HndWeapn "	PhaseRif	UnitEqip	" Energ_44 "	ICO_SitRep_Revolt	None	"InfoGdWp <= 5, teclvl = _4, PhaseRif = 1"														219
Blaster Rifle	GCWPBlsR	GDWPBlsR	None	" GrndCmbt, HndWeapn "	BlstRifl	UnitEqip	Energ_51	ICO_SitRep_Revolt	None	"InfoGdWp <= 6, teclvl = 51, BlstRifl = 1"														225
Assault Blaster	GCWPABls	GDWPABls	None	" GrndCmbt, HndWeapn "	AssBlast	UnitEqip	Energ_57	ICO_SitRep_Revolt	None	"InfoGdWp <= 7, teclvl = 57, AssBlast = 1"														230
Fusion Core Launcher	GCWPFuCL	GDWPFuCL	None	" GrndCmbt, HndWeapn "	FusnCorL	UnitEqip	Energ_63	ICO_SitRep_Revolt	None	"InfoGdWp <= 8, teclvl = 63, FusnCorL = 1"														236
Plasma Enveloper	GCWPPlsE	GDWPPlsE	None	" GrndCmbt, HndWeapn "	PlasEnvl	UnitEqip	" Energ_69 "	ICO_SitRep_Revolt	None	"InfoGdWp <= 9, teclvl = _6, PlasEnvl = 1"														227
Personal Deflector	GCCSDefl	GDCSDefl	None	" GrndCmbt, HndWeapn "	PersDefl	UnitEqip	Energ_14	ICO_SitRep_Revolt	None	"InfoGdSh <=1, teclvl = 14, PersDefl = 1"														
Personal Absorption	GCCSAbsr	GDCSAbsr	None	" GrndCmbt, HndWeapn "	PersAbsb	UnitEqip	Energ_28	ICO_SitRep_Revolt	None	"InfoGdSh <=2, teclvl = 28, PersAbsb = 1"														
Personal Barrier	GCCSBarr	GDCSBarr	None	" GrndCmbt, HndWeapn "	PersBarr	UnitEqip	Energ_44	ICO_SitRep_Revolt	None	"InfoGdSh <=3, teclvl = 44, PersBarr = 1"														
Titanium	GCAMTitn	GDAMTitn	None	" GrndCmbt, HndWeapn "	AMatTitn	UnitEqip	Const_04	ICO_SitRep_Revolt	None	"InfoGdAM<=1, teclvl = 04, AMatTitn = 1"														
Duralloy	GCALDura	GDALDura	None	" GrndCmbt, HndWeapn "	AMatDura	UnitEqip	Const_15	ICO_SitRep_Revolt	None	"InfoGdAM<=2, teclvl = 15, AMatDura = 1"														
Tritanium	GCAMTrit	GDAMTrit	None	" GrndCmbt, HndWeapn "	AMatTrit	UnitEqip	Const_26	ICO_SitRep_Revolt	None	"InfoGdAM<=3, teclvl = 26, AMatTrit = 1"														
Zortium	GCAMZort	GDAMZort	None	" GrndCmbt, HndWeapn "	AMatZort	UnitEqip	Const_39	ICO_SitRep_Revolt	None	"InfoGdAM<=4, teclvl = 39, AMatZort = 1"														
Neutronium	GCAMNeut	GDAMNeut	None	" GrndCmbt, HndWeapn "	AMatNeut	UnitEqip	Const_47	ICO_SitRep_Revolt	None	"InfoGdAM<=5, teclvl = 47, AMatNeut = 1"														
Adamantium	GCAMAdam	GDAMAdam	None	" GrndCmbt, HndWeapn "	AMatAdam	UnitEqip	Const_60	ICO_SitRep_Revolt	None	"InfoGdAM<=6, teclvl = 60, AMatAdam = 1"														
Xintium	GCAMXint	GDAMXint	None	" GrndCmbt, HndWeapn "	AMatXint	UnitEqip	Const_67	ICO_SitRep_Revolt	None	"InfoGdAM<=7, teclvl = 67, AMatXint = 1"														
